,domestic total adj gross(2016),domestic lifetime adj gross(2016),budget,actors,director,writer,producer,composer,series,movie title,domestic total gross,domestic lifetime,release date,runtime (mins),rating,genre
603,106576600,,10000000,,Darren Lynn Bousman,,,,Saw,Saw III,80238724,,2006-10-27 00:00:00,107,R,Horror
604,80045200,,,,Darren Lynn Bousman,,,,Saw,Saw IV,63300095,,2007-10-26 00:00:00,108,R,Horror
605,68760000,,10800000,"['Tobin Bell', 'Scott Patterson']",David Hackl,,,,Saw,Saw V,56746769,,2008-10-24 00:00:00,88,R,Horror
608,31659900,,11000000,,,,,,Saw,Saw VI,27693292,,2009-10-23 00:00:00,120,R,Horror
609,253445600,,19000000,"['Shawn Wayans', 'Marlon Wayans', 'Anna Faris', 'Regina Hall', 'Keenen Ivory Wayans*']",Keenen Ivory Wayans,,,David Kitay,Scary Movie,Scary Movie,157019771,,2000-07-07 00:00:00,88,R,Horror Comedy
612,109609200,,45000000,"['Shawn Wayans', 'Marlon Wayans', 'Anna Faris', 'Regina Hall']",Keenen Ivory Wayans,,Lee R. Mayes,,Scary Movie,Scary Movie 2,71308997,,2001-07-04 00:00:00,83,R,Horror Comedy
610,158673700,,48000000,"['Kevin Hart', 'Anna Faris', 'Regina Hall', 'Charlie Sheen', 'Simon Rex', 'Anthony Anderson', 'Leslie Nielsen', 'Eddie Griffin* (Cameo)', 'Queen Latifah* (Cameo)', 'Denise Richards* (Cameo)']",David Zucker,,Robert K. Weiss,James L. Venable,Scary Movie,Scary Movie 3,110003217,,2003-10-24 00:00:00,90,PG-13,Horror Comedy
611,120485900,,45000000,"['Anna Faris', 'Regina Hall', 'Craig Bierko', 'Leslie Nielsen', 'Anthony Anderson', 'Bill Pullman*', 'Charlie Sheen* (Cameo)', 'Simon Rex*', 'James Earl Jones* (Cameo)', 'Kevin Hart*']",David Zucker,,,James L. Venable,Scary Movie,Scary Movie 4,90710620,,2006-04-14 00:00:00,83,PG-13,Horror Comedy
613,33238300,,20000000,"['Ashley Tisdale', 'Lindsay Lohan', 'Charlie Sheen']",Malcolm D. Lee,,David Zucker,,Scary Movie,Scary Movie 5,32015787,,2013-04-12 00:00:00,85,PG-13,Comedy
616,,,,,,,,,Scooby-Doo,S.C.O.O.B.,,,2018-09-21 00:00:00,,Unknown,Animation
614,229545500,,84000000,"['Sarah Michelle Gellar', 'Freddie Prinze, Jr.', 'Matthew Lillard', 'Linda Cardellini', 'Rowan Atkinson', 'Isla Fisher']",Raja Gosnell,James Gunn,Charles Roven,,Scooby-Doo,Scooby-Doo,153294164,,2002-06-14 00:00:00,86,PG,Family Adventure
615,117984900,,,"['Sarah Michelle Gellar', 'Freddie Prinze, Jr.', 'Matthew Lillard', 'Seth Green', 'Alicia Silverstone']",Raja Gosnell,James Gunn,Charles Roven,,Scooby-Doo,Scooby-Doo 2: Monsters Unleashed,84216833,,2004-03-26 00:00:00,87,PG,Family Adventure
617,196205000,,14000000,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Skeet Ulrich', 'Rose McGowan', 'Matthew Lillard', 'Jamie Kennedy', 'Drew Barrymore', 'Liev Schreiber*']",Wes Craven,Kevin Williamson,Cathy Konrad,Marco Beltrami,Scream,Scream,103046663,,1996-12-20 00:00:00,110,R,Horror
618,190536200,,24000000,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Sarah Michelle Gellar', 'Jamie Kennedy', ""Jerry O'Connell"", 'Timothy Olyphant', 'Jada Pinkett-Smith', 'Liev Schreiber', 'Omar Epps', 'Luke Wilson* (Cameo)']",Wes Craven,Kevin Williamson,Cathy Konrad,Marco Beltrami,Scream,Scream 2,101363301,,1997-12-12 00:00:00,120,R,Horror
619,143886000,,40000000,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Patrick Dempsey', 'Parker Posey', 'Scott Foley', 'Emily Mortimer', 'Lance Henriksen', 'Jenny McCarthy', 'Patrick Warburton', 'Liev Schreiber', 'Jamie Kennedy', 'Carrie Fisher*']",Wes Craven,Ehren Kruger,Cathy Konrad,Marco Beltrami,Scream,Scream 3,89143175,,2000-02-04 00:00:00,117,R,Horror
620,41212700,,40000000,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Emma Roberts', 'Hayden Panettiere', 'Anthony Anderson', 'Alison Brie', 'Adam Brody', 'Rory Culkin', 'Mary McDonnell*', 'Marley Shelton*', 'Kristen Bell*', 'Aimee Teegarden*', 'Anna Paquin*']",Wes Craven,Kevin Williamson,,Marco Beltrami,Scream,Scream 4,38180928,,2011-04-15 00:00:00,103,R,Horror
621,1910300,,,,,,,,Shiloh,Shiloh,1007822,,1997-04-25 00:00:00,93,PG,Family
622,101000,,,,,,,,Shiloh,Shiloh 2: Shiloh Season,58946,,1999-06-25 00:00:00,96,PG,Family
627,165787800,,130000000,"['Antonio Banderas (Voice)', 'Salma Hayek (Voice)', 'Zach Galifianakis (Voice)', 'Billy Bob Thornton (Voice)', 'Amy Sedaris (Voice)']",Chris Miller,,,Henry Jackman,Shrek,Puss in Boots,149260504,,2011-10-28 00:00:00,90,PG,Animation
628,,,,,Chris Miller,,,,Shrek,Puss in Boots 2: Nine Lives & 40 Thieves  - Box Office Mojo,,,TBD,,Not Yet Rated,Animation
625,411428500,,60000000,"['Mike Myers (Voice)', 'Cameron Diaz (Voice)', 'Eddie Murphy (Voice)']",Andrew Adamson,,Jeffrey Katzenberg,,Shrek,Shrek,267665011,,2001-05-16 00:00:00,90,PG,Animation
623,618143100,,150000000,"['Mike Myers (Voice)', 'Cameron Diaz (Voice)', 'Eddie Murphy (Voice)', 'Antonio Banderas (Voice)', 'Julie Andrews* (Voice)']",,,Jeffrey Katzenberg (Executive),,Shrek,Shrek 2,441226247,,2004-05-19 00:00:00,93,PG,Animation
626,261259100,,165000000,"['Mike Myers (Voice)', 'Eddie Murphy (Voice)', 'Cameron Diaz (Voice)', 'Antonio Banderas (Voice)', 'Jon Hamm* (Voice)', 'Jane Lynch* (Voice)', 'Lake Bell* (Voice)', 'Maya Rudolph* (Voice)', 'John Cleese* (Voice)', 'Julie Andrews* (Voice)']",Mike Mitchell,Darren Lemke,,Harry Gregson-Williams,Shrek,Shrek Forever After,238736787,,2010-05-21 00:00:00,93,PG,Animation
624,408090600,,160000000,"['Mike Myers (Voice)', 'Eddie Murphy (Voice)', 'Cameron Diaz (Voice)', 'Antonio Banderas (Voice)', 'Julie Andrews* (Voice)', 'John Cleese* (Voice)', 'Rupert Everett* (Voice)', 'Eric Idle* (Voice)', 'Justin Timberlake* (Voice)', 'John Krasinski* (Voice)', 'Ian McShane* (Voice)', 'Cheri Oteri* (Voice)', 'Regis Philbin* (Voice)', 'Amy Poehler* (Voice)', 'Seth Rogen* (Voice)', 'Maya Rudolph* (Voice)', 'Amy Sedaris* (Voice)', 'Tom McGrath* (Voice)']",Chris Miller,Chris Miller,,Harry Gregson-Williams,Shrek,Shrek the Third,322719944,,2007-05-18 00:00:00,92,PG,Animation
629,51970800,,3000000,,Scott Derrickson,,,Christopher Young,Sinister,Sinister,48086903,,2012-10-12 00:00:00,110,R,Horror
630,29236000,,10000000,,,,Jason Blum,,Sinister,Sinister 2,27740955,,2015-08-21 00:00:00,97,R,Horror
633,15684700,,,,,,,,Smokey and the Bandit,Smokey & the Bandit Part III,5678950,,1983-08-12 00:00:00,86,PG,Unknown
631,494446500,,,"['Burt Reynolds', 'Sally Field']",,Charles Shyer,,,Smokey and the Bandit,Smokey and the Bandit,126737428,,1977-05-27 00:00:00,96,PG,Action Comedy
632,213886200,,,"['Burt Reynolds', 'Sally Field']",,,,,Smokey and the Bandit,Smokey and the Bandit II,66132626,,1980-08-15 00:00:00,101,PG,Action Comedy
643,,,,,,,,,Spider-Man,Animated Spider-Man,,,2018-12-21 00:00:00,,Not Yet Rated,Animation
646,,,,,Drew Goddard,Drew Goddard,Avi Arad,,Spider-Man,Sinister Six  - Box Office Mojo,,,TBD,,Not Yet Rated,Action / Adventure
638,604517300,,139000000,"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco', 'Elizabeth Banks*']",Sam Raimi,David Koepp,,Danny Elfman,Spider-Man,Spider-Man,403706375,,2002-05-03 00:00:00,121,PG-13,Action / Adventure
639,523381100,,200000000,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'J.K. Simmons', 'Elizabeth Banks*', 'Willem Dafoe* (Cameo)']",Sam Raimi,,,,Spider-Man,Spider-Man 2,373585825,,2004-06-30 00:00:00,127,PG-13,Action / Adventure
640,425554300,,258000000,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Thomas Haden Church', 'Topher Grace', 'Bryce Dallas Howard', 'Elizabeth Banks*', 'Willem Dafoe* (Cameo)']",Sam Raimi,Alvin Sargent,,Christopher Young,Spider-Man,Spider-Man 3,336530303,,2007-05-04 00:00:00,140,PG-13,Action / Adventure
641,292998100,,230000000,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Denis Leary', 'Martin Sheen', 'Sally Field', 'Irrfan Khan', 'Campbell Scott*', 'Embeth Davidtz*']",Marc Webb,,,James Horner,Spider-Man,The Amazing Spider-Man,262030663,,2012-07-03 00:00:00,136,PG-13,Action / Adventure
642,211960900,,,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Sally Field', 'Paul Giamatti', 'Chris Cooper', 'Felicity Jones*']",Marc Webb,,,Hans Zimmer,Spider-Man,The Amazing Spider-Man 2,202853933,,2014-05-02 00:00:00,142,PG-13,Action / Adventure
644,,,,,,,,,Spider-Man,The Amazing Spider-Man 3  - Box Office Mojo,,,TBD,,Not Yet Rated,Action / Adventure
645,,,,,,,,,Spider-Man,The Amazing Spider-Man 4  - Box Office Mojo,,,TBD,,Not Yet Rated,Action / Adventure
647,173260700,,35000000,"['Antonio Banderas', 'Alexa Vega']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,Spy Kids,Spy Kids,112719001,,2001-03-30 00:00:00,88,PG,Family Adventure
649,128539900,,38000000,"['Antonio Banderas', 'Alexa Vega']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,John Debney,Spy Kids,Spy Kids 2: The Island of Lost Dreams,85846429,,2002-08-07 00:00:00,100,PG,Family Adventure
648,161241000,,38000000,"['Alexa Vega', 'Antonio Banderas', 'Sylvester Stallone', 'Elijah Wood* (Cameo)', 'Selena Gomez*']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,Spy Kids,Spy Kids 3D: Game Over,111761982,,2003-07-25 00:00:00,85,PG,Family Adventure
650,42227000,,27000000,"['Jessica Alba', 'Antonio Banderas', 'Ricky Gervais (Voice)', 'Joel McHale', 'Jeremy Piven', 'Daryl Sabara', 'Danny Trejo', 'Alexa Vega']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,Spy Kids,Spy Kids: All the Time in the World,38538188,,2011-08-19 00:00:00,88,PG,Family Adventure
651,300567700,,150000000,"['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy', 'Eric Bana', 'Bruce Greenwood', 'Karl Urban', 'Zoe Saldana', 'Simon Pegg', 'John Cho', 'Anton Yelchin', 'Chris Hemsworth*', 'Winona Ryder*', 'Tyler Perry* (Cameo)']",J.J. Abrams,,,Michael Giacchino,Star Trek,Star Trek,257730019,,2009-05-08 00:00:00,126,PG-13,Sci-Fi Adventure
663,,,,"['Sofia Boutella', 'John Cho', 'Idris Elba', 'Simon Pegg', 'Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Anton Yelchin']",Justin Lin,,,,Star Trek,Star Trek Beyond,,,2016-07-22 00:00:00,,Not Yet Rated,Sci-Fi Adventure
656,233518000,,11200000,,,,,James Horner,Star Trek,Star Trek II: The Wrath of Khan,78912963,,1982-06-04 00:00:00,112,PG,Sci-Fi Adventure
657,198005400,,,,,,Ralph Winter (associate producer),James Horner,Star Trek,Star Trek III: The Search for Spock,76471046,,1984-06-01 00:00:00,105,PG,Sci-Fi Adventure
652,237514800,,190000000,"['Leonard Nimoy*', 'Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Simon Pegg', 'John Cho', 'Anton Yelchin', 'Bruce Greenwood', 'Benedict Cumberbatch', 'Alice Eve', 'Peter Weller']",J.J. Abrams,,,Michael Giacchino,Star Trek,Star Trek Into Darkness,228778661,,2013-05-16 00:00:00,123,PG-13,Sci-Fi Adventure
653,251168700,,,,,,Ralph Winter (executive producer),,Star Trek,Star Trek IV: The Voyage Home,109713132,,1986-11-26 00:00:00,109,PG,Sci-Fi Adventure
661,114415000,,,,,,Ralph Winter (executive producer),Jerry Goldsmith,Star Trek,Star Trek V: The Final Frontier,52210049,,1989-06-09 00:00:00,107,PG,Sci-Fi Adventure
659,155692900,,,,,,Ralph Winter,Cliff Eidelman,Star Trek,Star Trek VI: The Undiscovered Country,74888996,,1991-12-06 00:00:00,113,PG,Sci-Fi Adventure
654,180450000,,,"['Patrick Stewart', 'Adam Scott*']",,,,Jerry Goldsmith,Star Trek,Star Trek: First Contact,92027888,,1996-11-22 00:00:00,113,PG-13,Sci-Fi Adventure
658,156994600,,35000000,"['Patrick Stewart', 'Thomas Dekker*']",,,,,Star Trek,Star Trek: Generations,75671125,,1994-11-18 00:00:00,117,PG,Sci-Fi Adventure
660,127878600,,58000000,,,,,Jerry Goldsmith,Star Trek,Star Trek: Insurrection,70187658,,1998-12-11 00:00:00,103,PG,Sci-Fi Adventure
662,64034500,,60000000,"['Tom Hardy', 'Patrick Stewart']",,John Logan,,Jerry Goldsmith,Star Trek,Star Trek: Nemesis,43254409,,2002-12-13 00:00:00,116,PG-13,Sci-Fi Adventure
655,285119000,,35000000,,,,,Jerry Goldsmith,Star Trek,Star Trek: The Motion Picture,82258456,,1979-12-07 00:00:00,132,G,Sci-Fi Adventure
679,12669000,465175700,,,,,,,Star Wars,Attack of the Clones: The IMAX Experience,8485488,310676740,2002-11-01 00:00:00,120,PG,IMAX
669,704555400,818316900,32500000,"['Tony Cox*', 'Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'Peter Mayhew', 'Ian McDiarmid', 'Frank Oz* (Voice)', 'James Earl Jones* (Voice)', 'Alec Guinness*', 'Kenny Baker']",,,George Lucas (Executive),John Williams,Star Wars,Return of the Jedi,252583617,309306177,1983-05-25 00:00:00,134,PG,Sci-Fi Fantasy
667,1241785900,1549640500,11000000,"['Kenny Baker', 'Peter Cushing*', 'Anthony Daniels', 'Alec Guinness', 'James Earl Jones* (Voice)', 'Peter Mayhew', 'Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",George Lucas,George Lucas,George Lucas (Executive),John Williams,Star Wars,Star Wars,307263857,460998007,1977-05-25 00:00:00,121,PG,Sci-Fi Fantasy
665,737984500,785715000,115000000,"['Anthony Daniels', 'Ian McDiarmid', 'Liam Neeson', 'Ewan McGregor', 'Natalie Portman', 'Samuel L. Jackson*', 'Keira Knightley*']",George Lucas,George Lucas,,John Williams,Star Wars,Star Wars: Episode I - The Phantom Menace,431088295,474544677,1999-05-19 00:00:00,133,PG,Sci-Fi Fantasy
668,452506700,465175700,115000000,"['Anthony Daniels', 'Christopher Lee', 'Ian McDiarmid', 'Ewan McGregor', 'Hayden Christensen', 'Natalie Portman', 'Samuel L. Jackson*', 'Rose Byrne*']",George Lucas,George Lucas,,John Williams,Star Wars,Star Wars: Episode II - Attack of the Clones,302191252,310676740,2002-05-16 00:00:00,132,PG,Sci-Fi Fantasy
666,516123900,516123900,113000000,"['Anthony Daniels', 'Christopher Lee', 'Peter Mayhew*', 'Ian McDiarmid', 'Ewan McGregor', 'Hayden Christensen', 'Natalie Portman', 'Samuel L. Jackson']",George Lucas,George Lucas,,John Williams,Star Wars,Star Wars: Episode III - Revenge of the Sith,380270577,380270577,2005-05-19 00:00:00,146,PG-13,Sci-Fi Fantasy
681,,,,"['John Boyega', 'Anthony Daniels', 'Benicio Del Toro', 'Laura Dern', 'Adam Driver', 'Domhnall Gleeson', 'Mark Hamill', 'Oscar Isaac', 'Peter Mayhew', 'Daisy Ridley']",Rian Johnson,Rian Johnson,,John Williams,Star Wars,Star Wars: Episode VIII,,,2017-12-15 00:00:00,,Not Yet Rated,Sci-Fi Fantasy
675,42605200,,,,,George Lucas (story),,,Star Wars,Star Wars: The Clone Wars,35161554,,2008-08-15 00:00:00,98,PG,Animation
664,935832800,,245000000,"['Warwick Davis', ""Lupita Nyong'o"", 'John Boyega', 'Daisy Ridley', 'Adam Driver', 'Oscar Isaac', 'Andy Serkis', 'Domhnall Gleeson', 'Max von Sydow', 'Harrison Ford', 'Carrie Fisher', 'Mark Hamill', 'Anthony Daniels', 'Peter Mayhew', 'Kenny Baker']",J.J. Abrams,,,John Williams,Star Wars,Star Wars: The Force Awakens,,,2015-12-18 00:00:00,136,PG-13,Sci-Fi Fantasy
670,686101500,854171500,18000000,"['Kenny Baker', 'Anthony Daniels', 'Peter Mayhew', 'Billy Dee Williams', 'Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",Irvin Kershner,,George Lucas (Executive),John Williams,Star Wars,The Empire Strikes Back,209398025,290475067,1980-05-21 00:00:00,129,PG,Sci-Fi Fantasy
682,,,,,,,Kathleen Kennedy,,Star Wars,Untitled Han Solo Star Wars Anthology Film,,,2018-05-25 00:00:00,,Not Yet Rated,Action / Adventure
683,86771700,,12000000,"['Channing Tatum', 'Jenna Dewan-Tatum', 'Rachel Griffiths']",Anne Fletcher,Melissa Rosenberg,,Aaron Zigman,Step Up,Step Up,65328121,,2006-08-11 00:00:00,98,PG-13,Music Drama
684,70300100,,,,Jon Chu,,Jennifer Gibgot,Aaron Zigman,Step Up,Step Up 2 the Streets,58017783,,2008-02-14 00:00:00,98,PG-13,Music Drama
685,46400200,,30000000,,Jon Chu,,Jennifer Gibgot,,Step Up,Step Up 3-D,42400223,,2010-08-06 00:00:00,97,PG-13,Music Drama
687,16047100,,,,Trish Sie,John Swetnam,,,Step Up,Step Up All In,14904384,,2014-08-08 00:00:00,112,PG-13,Music Drama
686,39219300,,33000000,"['Ryan Guzman', 'Kathryn McCormick']",Scott Speer,Jenny Mayer,Jennifer Gibgot,Aaron Zigman,Step Up,Step Up Revolution,35074677,,2012-07-27 00:00:00,100,PG-13,Music Drama
689,499015700,,55000000,"['Marlon Brando', 'Christopher Reeve']",Richard Donner,Robert Benton,,John Williams,Superman,Superman,134218018,,1978-12-15 00:00:00,143,PG,Action / Adventure
690,338566800,,54000000,,,,,,Superman,Superman II,108185706,,1981-06-19 00:00:00,128,PG,Action / Adventure
691,165577900,,,,,,,,Superman,Superman III,59950623,,1983-06-17 00:00:00,125,PG,Action / Adventure
692,34891300,,17000000,"['Jim Broadbent*', 'Christopher Reeve']",,,,,Superman,Superman IV: The Quest for Peace,15681020,,1987-07-24 00:00:00,90,PG,Action / Adventure
688,265756700,,270000000,"['Brandon Routh', 'Kate Bosworth', 'Kevin Spacey', 'James Marsden', 'Parker Posey', 'Frank Langella', 'Kal Penn']",Bryan Singer,,,,Superman,Superman Returns,200081192,,2006-06-28 00:00:00,154,PG-13,Action / Adventure
693,175697600,,25000000,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Katie Cassidy*']",Pierre Morel,,Luc Besson,,Taken,Taken,145000989,,2009-01-30 00:00:00,93,PG-13,Action
694,151164800,,45000000,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen']",Olivier Megaton,,Luc Besson,,Taken,Taken 2,139854287,,2012-10-05 00:00:00,91,PG-13,Action
695,95608400,,48000000,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Forest Whitaker', 'Dougray Scott']",Olivier Megaton,,Luc Besson,,Taken,Taken 3,89256424,,2015-01-09 00:00:00,109,PG-13,Action
696,205720200,,125000000,"['Megan Fox', 'Will Arnett', 'William Fichtner', 'Johnny Knoxville (Voice)', 'Whoopi Goldberg']",Jonathan Liebesman,,,Brian Tyler,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,191204754,,2014-08-08 00:00:00,101,PG-13,Action / Adventure
697,278206500,,13500000,,,,Simon Fields,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,135265915,,1990-03-30 00:00:00,93,PG,Family Adventure
698,162545000,,25000000,,,,,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles II,78656813,,1991-03-22 00:00:00,88,PG,Family Adventure
700,88835800,,21000000,,,,,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles III,42273609,,1993-03-19 00:00:00,95,PG,Family Adventure
701,,,,,,,,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Out of the Shadows,,,2016-06-03 00:00:00,,Not Yet Rated,Action / Adventure
699,68473400,,34000000,"['Chris Evans* (Voice)', 'Laurence Fishburne* (Narrator)', 'Sarah Michelle Gellar* (Voice)', 'Mako* (Voice)', 'Kevin Smith* (Voice)', 'Patrick Stewart* (Voice)', 'Zhang Ziyi* (Voice)']",Kevin Munroe,Kevin Munroe,,Klaus Badelt,Teenage Mutant Ninja Turtles,TMNT,54149098,,2007-03-23 00:00:00,90,PG,Animation
707,,,,,,,,,Terminator,Terminator 2,,,TBD,,Not Yet Rated,Action
702,423310500,,102000000,"['Arnold Schwarzenegger', 'Edward Furlong', 'Linda Hamilton', 'Robert Patrick']",James Cameron,James Cameron,,,Terminator,Terminator 2: Judgment Day,204843345,,1991-07-03 00:00:00,137,R,Sci-Fi Action
708,,,,,,,,,Terminator,Terminator 3,,,TBD,,Not Yet Rated,Action
703,216953400,,200000000,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes', 'Kristanna Loken']",,,,Marco Beltrami,Terminator,Terminator 3: Rise of the Machines,150371112,,2003-07-02 00:00:00,109,R,Sci-Fi Action
704,146153600,,200000000,"['Christian Bale', 'Sam Worthington', 'Common', 'Helena Bonham Carter*', 'Arnold Schwarzenegger* (Cameo)']",McG,,,Danny Elfman,Terminator,Terminator Salvation,125322469,,2009-05-21 00:00:00,114,PG-13,Sci-Fi Action
